time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/approx_kl,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/std,train/n_updates,train/value_loss,rollout/ep_len_mean,train/loss,train/learning_rate,train/entropy_loss
46,515584,11206,1007,5.469215e-05,-59.39760098,0.2,0.0,0.00014559007249772548,0.7259664535522461,0.9234388470649719,10060,5.955311673879623,769.32,1.8893135786056519,0.0001,-4.005213797092438
46,516096,11215,1008,1.1589145e-05,-59.84745873000001,0.2,0.0,-0.00010816940339282155,0.21576154232025146,0.9234459400177002,10070,5.57730530500412,769.32,1.6180087327957153,0.0001,-4.005162525177002
46,516608,11224,1009,6.7951623e-06,-59.84745873000001,0.2,0.0,-1.4489114983007312e-05,0.7106009423732758,0.9234538078308105,10080,3.38412783741951,769.32,1.905131220817566,0.0001,-4.005207407474518
46,517120,11233,1010,7.507624e-06,-59.442914120000005,0.2,0.0,-8.708974346518516e-05,0.38532644510269165,0.9234929084777832,10090,20.120609164237976,769.32,6.8721394538879395,0.0001,-4.005278360843659
46,517632,11243,1011,4.2341067e-05,-59.442914120000005,0.2,0.0,-0.0003066790057346225,0.1633409857749939,0.9234911799430847,10100,4.950331932306289,769.32,1.4086304903030396,0.0001,-4.00535227060318
46,518144,11252,1012,2.6165275e-05,-59.26833216,0.2,0.0,-5.134677630849183e-05,0.5776891112327576,0.9234215617179871,10110,2.511636659502983,775.09,0.9367276430130005,0.0001,-4.005246698856354
46,518656,11261,1013,0.00029847678,-59.53919216,0.2,0.0,-0.001392131228931248,0.7254349589347839,0.9233952164649963,10120,3.505323478579521,778.71,1.0305997133255005,0.0001,-4.005068325996399
46,519168,11271,1014,4.324829e-06,-59.53919216,0.2,0.0,3.8175005465745925e-05,0.7576581686735153,0.9234077334403992,10130,63.553448867797854,778.71,31.706825256347656,0.0001,-4.005068016052246
46,519680,11280,1015,7.4182986e-05,-58.39019577999999,0.2,0.0,-0.0006587342882994563,0.6922432780265808,0.9234252572059631,10140,5.811443138122558,785.39,4.14347505569458,0.0001,-4.005119204521179
46,520192,11290,1016,7.735309e-05,-58.39019577999999,0.2,0.0,-0.0005576368363108486,0.6567100286483765,0.9234476089477539,10150,12.802129888534546,785.39,6.449221611022949,0.0001,-4.005180215835571
46,520704,11300,1017,9.3533425e-05,-58.92359657,0.2,0.0,-0.000332156871445477,0.6825728714466095,0.9234579205513,10160,5.064578682184219,785.39,2.2665112018585205,0.0001,-4.005278646945953
46,521216,11310,1018,2.1537882e-05,-58.92359657,0.2,0.0,-6.007296615280211e-05,0.7153266072273254,0.923407256603241,10170,2.8081420809030533,785.39,0.9786206483840942,0.0001,-4.005223596096039
46,521728,11319,1019,6.3785235e-05,-59.7063783,0.2,0.0,-0.00034038424491882323,0.3805862069129944,0.9233606457710266,10180,8.33338772058487,785.39,4.00609016418457,0.0001,-4.005042111873626
46,522240,11328,1020,6.0710823e-05,-59.7063783,0.2,0.0,-0.00019629030721262096,0.7650705724954605,0.9233691096305847,10190,6.132303780317306,785.39,1.9838042259216309,0.0001,-4.004994916915893
46,522752,11338,1021,0.00018223212,-59.47360615,0.2,0.0,-0.0005701598362065852,-0.5609536170959473,0.9233872294425964,10200,5.1388883769512175,785.39,1.249578595161438,0.0001,-4.0050173044204715
46,523264,11347,1022,6.944465e-05,-59.47360615,0.2,0.0,0.00018255937611684204,0.023050248622894287,0.9232895970344543,10210,6.5842722952365875,785.39,1.737974762916565,0.0001,-4.005030357837677
46,523776,11357,1023,7.5075077e-06,-59.32610615000001,0.2,0.0,-3.4314056392759085e-05,-0.47026681900024414,0.9233298897743225,10220,2.799452267587185,792.03,0.2774159610271454,0.0001,-4.004767560958863
46,524288,11366,1024,1.8672086e-05,-59.32610615000001,0.2,0.0,-5.4486282169818875e-05,0.8646608889102936,0.9233630299568176,10230,7.4344015508890156,792.03,4.059455871582031,0.0001,-4.004905462265015
46,524800,11375,1025,2.4302863e-05,-60.333706580000005,0.2,0.0,-9.792044293135404e-05,-1.2312448024749756,0.9233371615409851,10240,8.47259513437748,792.03,0.8940926790237427,0.0001,-4.004899311065674
46,525312,11385,1026,0.00022571243,-60.333706580000005,0.2,0.0,-0.0013597382145235314,0.7291297018527985,0.9233646988868713,10250,4.84463939666748,792.03,2.9526302814483643,0.0001,-4.004872071743011
46,525824,11394,1027,2.8931303e-05,-60.40802027000001,0.2,0.0,-8.166605839505791e-05,0.2445191740989685,0.9235075116157532,10260,3.8118423342704775,792.03,2.846741199493408,0.0001,-4.005095887184143
