time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/clip_range,train/value_loss,train/n_updates,train/entropy_loss,train/explained_variance
164,41,1021,167936,-31.362506519999997,970.68,0.4721686542034149,-0.0006529528676765039,0.0040283203125,0.0003,0.0018896868,0.2,1.1721165880560875,400,-1.161935019493103,0.9874041099101305
164,42,1045,172032,-29.188469870000002,980.13,0.35749560594558716,-0.00013912656577304007,0.01220703125,0.0003,0.0022514896,0.2,0.8763084650039673,410,-1.1770793437957763,0.9839236754924059
164,43,1068,176128,-28.58301449,980.13,0.5506874322891235,-0.0023239552043378352,0.0249755859375,0.0003,0.004146307,0.2,1.3949444085359572,420,-1.133929905295372,0.9853572221472859
165,44,1091,180224,-27.6964786,981.14,1.0921645164489746,-0.00020479281956795604,0.0076416015625,0.0003,0.0007564716,0.2,1.7321823954582214,430,-1.2287867069244385,0.9662472978234291
165,45,1115,184320,-26.929965389999996,981.14,0.6793995499610901,-0.0015185671101789922,0.003564453125,0.0003,0.0024995985,0.2,1.5407493814826012,440,-1.16799538731575,0.9852434499189258
165,46,1138,188416,-23.58287898,989.31,1.1133880615234375,-0.0013990343373734503,0.0056396484375,0.0003,0.0011935424,0.2,2.8826165169477465,450,-1.1910856664180756,0.957374632358551
165,47,1161,192512,-20.44938375,989.92,1.3863307237625122,-0.0012521996686700732,0.002685546875,0.0003,0.00093229685,0.2,3.327699363231659,460,-1.1175168633461,0.9755441714078188
165,48,1184,196608,-19.21311107,989.92,0.207123801112175,-0.001427267721737735,0.010546875,0.0003,0.003111883,0.2,0.4921832554042339,470,-1.2043733328580857,0.9898025672882795
166,49,1207,200704,-19.83379641,989.92,0.6210474371910095,-0.00038905402179807426,0.0161865234375,0.0003,0.00067337765,0.2,1.4101703718304635,480,-1.0540037766098975,0.985553971491754
166,50,1231,204800,-18.27300907,992.63,0.4547377824783325,-0.0006980811296671164,0.007958984375,0.0003,0.00068064017,0.2,1.361660960316658,490,-1.163618552684784,0.9783422313630581
166,51,1254,208896,-17.99602896,992.63,0.5751126408576965,-0.0009451491321669891,0.0068115234375,0.0003,0.0016806659,0.2,1.5199640572071076,500,-1.1334585338830947,0.9773184414952993
166,52,1278,212992,-17.968213789999997,992.63,0.6780652403831482,0.0019620469509391116,0.0613525390625,0.0003,0.0018164476,0.2,1.1792375296354294,510,-1.1228605046868325,0.9790552910417318
166,53,1301,217088,-18.05326022,992.63,0.5842791795730591,-0.0015103514131624251,0.0256591796875,0.0003,0.0037765005,0.2,1.1417063534259797,520,-1.0711548447608947,0.9822565633803606
166,54,1324,221184,-18.79477978,992.63,0.22931170463562012,-0.0006811456813011318,0.0255126953125,0.0003,0.010452626,0.2,0.5708500191569328,530,-1.0854846447706223,0.9869697941467166
167,55,1348,225280,-18.83485616,992.63,0.8782495260238647,-0.0008347249240614474,0.012255859375,0.0003,0.00079722086,0.2,2.254722476005554,540,-1.0412866115570067,0.9740677252411842
167,56,1371,229376,-17.67547145,992.63,0.46992507576942444,-0.0005778111721156165,0.000927734375,0.0003,0.0003155758,0.2,1.1946847289800644,550,-1.1659617215394973,0.9816736225038767
167,57,1395,233472,-18.20461476,992.63,0.5571585893630981,-0.0005622689524898306,0.003515625,0.0003,0.00040174223,0.2,1.3111161947250367,560,-0.982641477882862,0.9877715650945902
167,58,1418,237568,-17.97224803,992.63,0.39582544565200806,-0.0006713288137689232,0.005810546875,0.0003,0.0011370362,0.2,1.0218106672167777,570,-1.1183230876922607,0.9870860241353512
167,59,1441,241664,-17.73033188,992.63,0.9541838765144348,-0.000692150738905184,0.0041015625,0.0003,0.0018762036,0.2,1.6769454807043076,580,-0.9605493947863579,0.9840153213590384
167,60,1464,245760,-16.2531463,994.63,0.21151474118232727,-0.00021329367882572114,0.0010498046875,0.0003,0.00050122966,0.2,0.5134811013936996,590,-1.0698570042848587,0.9914452377706766
167,61,1487,249856,-15.890277500000002,994.8,0.240016907453537,0.0010829706152435392,0.0880615234375,0.0003,0.019849136,0.2,0.5621455527842045,600,-0.8273516193032264,0.9946241453289986
167,62,1511,253952,-15.574679509999996,994.8,0.34256356954574585,-0.0012736195698380471,0.011572265625,0.0003,0.006292286,0.2,0.6955542787909508,610,-0.9491553649306297,0.9899415271356702
168,63,1534,258048,-14.27262933,1000.0,0.8131958842277527,-0.0007238141799462028,0.002001953125,0.0003,0.0014708431,0.2,1.921693328022957,620,-0.8287155658006669,0.9848449686542153
168,64,1557,262144,-14.848749069999998,1000.0,0.4165824055671692,-0.0006078950129449368,0.0001708984375,0.0003,0.00033004198,0.2,1.2531302183866502,630,-0.9093962609767914,0.9858774663880467
168,65,1581,266240,-14.890504660000001,1000.0,1.7008824348449707,-0.000697615003446117,0.0009033203125,0.0003,0.0006476403,0.2,3.6377022504806518,640,-0.848892842233181,0.9782850593328476
168,66,1604,270336,-12.775599940000001,1000.0,0.5090351700782776,-0.0004146684368606657,0.0,0.0003,0.00026567082,0.2,0.8923130244016647,650,-0.9063139408826828,0.9933883654884994
168,67,1627,274432,-12.89305229,1000.0,0.7498161792755127,-0.0020858753065112977,0.0016845703125,0.0003,0.0017182941,0.2,1.7897654682397843,660,-0.8017037615180016,0.9873884581029415
168,68,1650,278528,-12.39524322,1000.0,0.22843042016029358,-0.001484919316135347,0.0013427734375,0.0003,0.0011192106,0.2,0.498400104790926,670,-0.840004013478756,0.9951022444292903
168,69,1674,282624,-13.377275959999999,1000.0,0.7608957886695862,-0.0008762490033404902,0.0041748046875,0.0003,0.0007736711,0.2,1.6147584736347198,680,-0.7944373726844788,0.9841938577592373
168,70,1697,286720,-13.07315628,1000.0,0.9769337773323059,-0.0006016766623361036,0.0018798828125,0.0003,0.0009114838,0.2,1.6455557197332382,690,-0.8444201424717903,0.9862807895988226
169,71,1720,290816,-13.264750659999997,1000.0,0.3749055862426758,-0.0009583247912814841,0.0026123046875,0.0003,0.0024682002,0.2,0.8374736338853837,700,-0.7505131378769875,0.9912565592676401
169,72,1743,294912,-15.02192162,1000.0,0.8015027642250061,-0.0006697531440295279,0.0081298828125,0.0003,0.0019232326,0.2,1.608479055762291,710,-0.7742069855332374,0.9868763824924827
169,73,1767,299008,-14.96799965,1000.0,0.9005909562110901,-0.0010119165643118321,0.01005859375,0.0003,0.0014594262,0.2,2.177352029085159,720,-0.7684351295232773,0.9809505548328161
169,74,1790,303104,-14.0934048,1000.0,0.32785096764564514,-0.001288341052713804,0.00703125,0.0003,0.0010990892,0.2,0.7244389727711678,730,-0.7476804196834564,0.9923979151062667
169,75,1813,307200,-14.574801169999999,1000.0,0.3269704282283783,-0.0013047511252807452,0.0297607421875,0.0003,0.004327693,0.2,0.6769302651286125,740,-0.7040915265679359,0.9870850332081318
169,76,1837,311296,-14.50986719,1000.0,0.546122670173645,4.921995277982205e-05,0.0173828125,0.0003,0.00055878656,0.2,1.0509218201041222,750,-0.7249884992837906,0.9901364920660853
169,77,1861,315392,-14.000907609999997,1000.0,0.7828875184059143,-0.0009763039764948189,0.0113525390625,0.0003,0.00073309767,0.2,1.7118246734142304,760,-0.743508280813694,0.9777108412235975
169,78,1884,319488,-13.07775984,1000.0,0.7479526400566101,-0.0007164649199694395,0.0037841796875,0.0003,0.00041638868,0.2,1.3805585712194444,770,-0.6856812477111817,0.9897432290017605
169,79,1908,323584,-12.65395387,1000.0,0.23020321130752563,-0.000618009181926027,0.0070556640625,0.0003,0.000718193,0.2,0.43396333083510397,780,-0.6967856824398041,0.9923881907016039
169,80,1932,327680,-13.366143980000002,1000.0,0.2985116243362427,-0.00280062246019952,0.015576171875,0.0003,0.0017721717,0.2,0.5455802150070668,790,-0.7280210673809051,0.9952024733647704
169,81,1956,331776,-14.086481669999998,1000.0,0.2958366870880127,0.0015275814628694206,0.0198486328125,0.0003,0.001753004,0.2,0.5740177012979985,800,-0.7574851363897324,0.9904210940003395
169,82,1981,335872,-13.922306019999999,1000.0,0.7379702925682068,0.0009334269212558866,0.060888671875,0.0003,0.0018411435,0.2,2.3848809212446214,810,-0.8337818548083306,0.9783036503940821
169,83,2006,339968,-14.198266569999998,1000.0,0.3968726396560669,0.011767208349192515,0.171875,0.0003,0.06062086,0.2,0.9508956879377365,820,-1.0689781248569488,0.9786069113761187
169,84,2030,344064,-14.70670847,1000.0,0.3520137071609497,0.0017433363245800138,0.08212890625,0.0003,0.017880995,0.2,1.0193407088518143,830,-0.998227222263813,0.9880010122433305
169,85,2054,348160,-14.610278879999996,1000.0,0.3487985134124756,0.053362636256497356,0.3042724609375,0.0003,0.64056385,0.2,0.5783793970942497,840,-1.0039670005440713,0.9915117481723428
169,86,2078,352256,-14.49152156,1000.0,0.8416101932525635,-0.001066235644975677,0.0569091796875,0.0003,0.0014459805,0.2,2.1569179207086564,850,-0.965800803899765,0.9785643666982651
169,87,2102,356352,-14.352536380000002,1000.0,0.36554405093193054,-0.00214603889035061,0.0238037109375,0.0003,0.005584671,0.2,0.8541111059486866,860,-0.9105855226516724,0.979567863047123
169,88,2130,360448,-15.473092479999998,1000.0,0.3208378851413727,-0.0019872072560247036,0.0251220703125,0.0003,0.0032297168,0.2,0.831594142317772,870,-0.8249964535236358,0.992851132992655
169,89,2154,364544,-15.563936069999997,1000.0,0.3427661955356598,-0.002671426022425294,0.0200927734375,0.0003,0.0027125753,0.2,0.7989578686654568,880,-0.8147316560149193,0.9866373622789979
169,90,2179,368640,-16.689766029999998,1000.0,0.7218413949012756,-0.001622776873409748,0.0015380859375,0.0003,0.0034541434,0.2,1.571846005320549,890,-0.8649500548839569,0.9864890454337001
169,91,2203,372736,-17.530912249999997,1000.0,0.17158742249011993,-0.002548925142036751,0.0251953125,0.0003,0.003080684,0.2,0.48066957890987394,900,-0.7618073642253875,0.9929940439760685
169,92,2227,376832,-17.9476007,1000.0,0.3307695984840393,-0.0026693270541727544,0.047607421875,0.0003,0.007879258,0.2,0.8666678324341774,910,-0.7492956638336181,0.9891933295875788
169,93,2251,380928,-17.76324829,1000.0,0.17364190518856049,-0.0010999984166119247,0.0041015625,0.0003,0.0013033755,0.2,0.44842190891504285,920,-0.7408585295081138,0.9940980602987111
169,94,2275,385024,-17.976576019999996,1000.0,0.5052973628044128,-0.001722927688388154,0.0466064453125,0.0003,0.011930081,0.2,0.6651457414031029,930,-0.8224398195743561,0.9915881678462029
169,95,2299,389120,-18.415869109999996,1000.0,0.22141589224338531,-0.0014627584721893072,0.007470703125,0.0003,0.0013255579,0.2,0.568729317933321,940,-0.9085208445787429,0.9886664794757962
169,96,2323,393216,-18.421579889999997,1000.0,0.2709302008152008,-0.0013869155722204597,0.0141357421875,0.0003,0.0035804687,0.2,0.8171178877353669,950,-0.7723772495985031,0.990020414814353
169,97,2347,397312,-18.709419750000002,1000.0,0.19944849610328674,-0.001697181523195468,0.0093505859375,0.0003,0.002413048,0.2,0.5088748350739479,960,-0.8849511235952378,0.9925233018584549
169,98,2372,401408,-19.303679069999998,1000.0,0.2534850239753723,-0.0019712825771421192,0.02353515625,0.0003,0.0047817375,0.2,0.6921292260289192,970,-0.7014572292566299,0.9925433439202607
169,99,2396,405504,-19.48177888,1000.0,0.23899982869625092,-0.0026027509476989506,0.0619384765625,0.0003,0.0023424393,0.2,0.682603070139885,980,-0.800967724621296,0.9905724450945854
169,100,2419,409600,-19.189327510000002,1000.0,0.21155798435211182,-0.0033959538413910195,0.030810546875,0.0003,0.0077989595,0.2,0.534011197835207,990,-0.7624152943491935,0.9934457940980792
169,101,2443,413696,-19.374113050000002,1000.0,0.20253567397594452,-0.000582460401346907,0.0107177734375,0.0003,0.0007931907,0.2,0.6676107563078404,1000,-0.6439328163862228,0.992478824686259
169,102,2467,417792,-19.01392086,1000.0,0.35738903284072876,-0.002379482873948291,0.0541259765625,0.0003,0.0041952594,0.2,0.944273017346859,1010,-0.6528203189373016,0.9914042232558131
169,103,2491,421888,-19.29294849,1000.0,0.08810131996870041,-0.0017551213444676251,0.02412109375,0.0003,0.0043411683,0.2,0.224158813431859,1020,-0.6601277440786362,0.9964227345772088
169,104,2514,425984,-19.50899538,1000.0,0.21599134802818298,-0.002160273175104521,0.0235107421875,0.0003,0.0022779945,0.2,0.5664417415857315,1030,-0.46737590804696083,0.9934365684166551
169,105,2538,430080,-19.363747439999997,1000.0,0.10597925633192062,-0.0004271596786566079,0.0009033203125,0.0003,0.00038083686,0.2,0.4300543133169413,1040,-0.415626585483551,0.9934372594580054
169,106,2562,434176,-18.409467529999997,1000.0,0.31770798563957214,-0.0016771870083175599,0.0128173828125,0.0003,0.0034772132,0.2,0.8609687596559524,1050,-0.5112426199018956,0.9913949659094214
169,107,2586,438272,-17.9384686,1000.0,0.20763534307479858,-0.001227704726625234,0.0119384765625,0.0003,0.0014132656,0.2,0.4004970207810402,1060,-0.40166572779417037,0.9958074684254825
169,108,2610,442368,-18.078752429999998,1000.0,0.28147363662719727,-0.0005739212603657507,0.00869140625,0.0003,0.0010128627,0.2,0.6512937985360623,1070,-0.4528749868273735,0.995225862134248
169,109,2634,446464,-17.17910909,1000.0,0.28036969900131226,-0.0018841359356883912,0.01904296875,0.0003,0.00080306444,0.2,0.8754590258002282,1080,-0.4506670653820038,0.9905942650511861
169,110,2658,450560,-16.1480358,1000.0,0.5053215026855469,-0.0015515162493102252,0.0120849609375,0.0003,0.0012074047,0.2,1.1171301648020744,1090,-0.4464081898331642,0.9904016302898526
169,111,2682,454656,-15.884223809999996,1000.0,0.15238796174526215,-0.0022133730992209165,0.0231689453125,0.0003,0.001712427,0.2,0.336026943102479,1100,-0.38155248761177063,0.9960850062780082
169,112,2706,458752,-15.887316549999998,1000.0,0.15507438778877258,-0.0035188891808502374,0.0233642578125,0.0003,0.0017924267,0.2,0.34493595361709595,1110,-0.37920005694031717,0.9965612965170294
169,113,2730,462848,-15.718565079999998,1000.0,0.17649775743484497,-0.0016536043141968549,0.0176025390625,0.0003,0.0015333444,0.2,0.3752508744597435,1120,-0.3709434553980827,0.9963736606296152
169,114,2754,466944,-16.56664476,1000.0,0.1389230638742447,-0.0005728249001549557,0.0075439453125,0.0003,0.0013226729,0.2,0.429176376760006,1130,-0.3964729100465775,0.9924285281449556
169,115,2778,471040,-16.97851454,1000.0,0.21190966665744781,-0.0007178043335443363,0.0035888671875,0.0003,0.0009849418,0.2,0.5004875212907791,1140,-0.398910403996706,0.9953744346275926
169,116,2802,475136,-16.364598140000002,1000.0,0.20296511054039001,-0.0011890236346516758,0.035009765625,0.0003,0.0030326438,0.2,0.5372139692306519,1150,-0.47794137746095655,0.9882416492328048
169,117,2826,479232,-16.520762780000002,1000.0,0.20131921768188477,-0.001275985687971115,0.0529541015625,0.0003,0.0036973825,0.2,0.4581140026450157,1160,-0.5578942865133285,0.9942318582907319
169,118,2849,483328,-16.688415140000004,1000.0,0.10708275437355042,-0.0011794322563218884,0.0118896484375,0.0003,0.0023217401,0.2,0.23914024271070958,1170,-0.3968608729541302,0.9943230217322707
169,119,2872,487424,-16.75493063,1000.0,0.16567154228687286,-0.0022482688073068857,0.0138427734375,0.0003,0.0014883205,0.2,0.4856053501367569,1180,-0.4138092391192913,0.9950516424141824
169,120,2897,491520,-16.961828779999998,1000.0,0.1758318394422531,-0.0015647738997358828,0.022509765625,0.0003,0.0042180666,0.2,0.6990476056933403,1190,-0.47303840070962905,0.9745982009917498
169,121,2922,495616,-16.98500651,1000.0,0.6311749815940857,-0.0015911434660665692,0.0198486328125,0.0003,0.006229644,0.2,2.28332524895668,1200,-0.5527752593159676,0.9711290802806616
169,122,2946,499712,-17.07474487,1000.0,0.5696076154708862,-0.002829381710034795,0.043017578125,0.0003,0.0051808907,0.2,1.748364868760109,1210,-0.6100502893328666,0.954805999994278
169,123,2969,503808,-17.061260320000002,1000.0,0.17067641019821167,-0.002506565034855157,0.0579833984375,0.0003,0.019673305,0.2,0.45297697111964225,1220,-0.48433932438492777,0.9939750470221043
