time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss
2858,1467,1289.49,252.71613964999995,4194304,64,0.18,0.013632252,46.06772994995117,0.4823814034461975,0.0003,0.6543175578117371,630,0.0022834030682133744,0.2030548095703125,-2.749600515444763,51.195591937587594
2916,1460,1336.07,269.38218691,4259840,65,0.18,0.012652746,4.837063789367676,0.4763495922088623,0.0003,0.4637780785560608,640,0.00202194719788622,0.20114593505859374,-2.7032279334496705,44.251108919037506
2975,1453,1321.87,267.17334362,4325376,66,0.18,0.012793388,22.51284408569336,0.47467172145843506,0.0003,0.2749941349029541,650,0.0018532599414811557,0.1930511474609375,-2.693646624684334,44.548608517914545
3033,1447,1324.26,269.12550830999993,4390912,67,0.18,0.012139989,13.71750545501709,0.47347259521484375,0.0003,0.554724931716919,660,0.0024483653866809616,0.19251251220703125,-2.6719714848790317,48.7540124229301
3092,1441,1284.48,258.78027642,4456448,68,0.18,0.012470453,22.133588790893555,0.4727197587490082,0.0003,0.15790855884552002,670,0.0014591121614557778,0.1949676513671875,-2.660800644662231,44.92447336270125
3151,1434,1236.55,248.57276767,4521984,69,0.18,0.012129195,60.596038818359375,0.47457006573677063,0.0003,0.6763546764850616,680,0.0023200339039249228,0.19514617919921876,-2.6675971638644116,58.664321219245906
3210,1429,1237.21,252.61082887,4587520,70,0.18,0.0118318545,153.69984436035156,0.4727713167667389,0.0003,0.6674507260322571,690,0.0023883028587079027,0.201458740234375,-2.651388750481419,64.68600983543438
3269,1423,1220.55,248.18054403999997,4653056,71,0.18,0.012959092,17.245952606201172,0.4697507619857788,0.0003,0.6783651113510132,700,0.002634546759531986,0.200787353515625,-2.644921542168595,74.32458677760442
3327,1417,1196.43,242.64072685000008,4718592,72,0.18,0.013227742,29.841825485229492,0.4690401256084442,0.0003,0.6645433008670807,710,0.002187467616977301,0.21005859375,-2.6162459300365297,82.27109151068143
3387,1412,1155.1,231.20685124,4784128,73,0.18,0.014422232,67.48616027832031,0.46787694096565247,0.0003,0.6974277794361115,720,0.0028126036550474966,0.2127838134765625,-2.627511164918542,104.69145057603018
3445,1407,1137.21,227.97731974,4849664,74,0.18,0.013057131,49.86540603637695,0.4667544960975647,0.0003,0.7400754392147064,730,0.0027305049052529285,0.212969970703125,-2.6131348941009493,95.31880699066679
3504,1402,1094.62,217.07116315,4915200,75,0.18,0.016003791,101.18704223632812,0.46565234661102295,0.0003,0.7599457502365112,740,0.0036126424860412954,0.22485198974609374,-2.596442212187685,110.29571166447131
3563,1397,1127.37,232.24959497999996,4980736,76,0.18,0.013773515,93.85822296142578,0.4624188542366028,0.0003,0.7320287823677063,750,0.002909307141408135,0.22453155517578124,-2.5815823405515403,112.57963632901665
3621,1393,1139.42,235.64631674000003,5046272,77,0.18,0.016503103,51.07094955444336,0.4593367576599121,0.0003,0.7005793750286102,760,0.0034445465757471537,0.20872039794921876,-2.555528613529168,110.98987417834579
