time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/clip_fraction,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,rollout/ep_rew_mean,train/entropy_loss,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/std,train/loss,train/approx_kl
4514,62,281088,549,0.3123046875,0.2,0.0002,11.192223465442657,5480,507.9475872599999,-3.782617872953415,958.13,-0.017376677598804235,0.9459914788603783,0.8632597923278809,2.7648425102233887,0.034688696
4522,62,281600,550,0.2439453125,0.2,0.0002,27.219325828552247,5490,507.9475872599999,-3.782931607961655,958.13,0.003351624880451709,0.9491289369761944,0.8635592460632324,4.772118091583252,0.03486656
4530,62,282112,551,0.3171875,0.2,0.0002,24.66147463321686,5500,504.23367562999994,-3.7836932480335235,958.13,0.013439345872029662,0.8924609422683716,0.8635363578796387,2.8122129440307617,0.063694626
4538,62,282624,552,0.4703125,0.2,0.0002,25.951493680477142,5510,504.23367562999994,-3.782435357570648,958.13,0.022863183822482824,0.8480181992053986,0.8632709980010986,2.5334534645080566,0.05635862
4546,62,283136,553,0.38125,0.2,0.0002,45.986513710021974,5520,501.92920247999996,-3.7838277399539946,958.13,0.008944502053782343,0.7277660071849823,0.8646480441093445,12.73681354522705,0.06131851
4554,62,283648,554,0.394921875,0.2,0.0002,17.767636108398438,5530,501.92920247999996,-3.788549762964249,958.13,0.020035682641901077,0.9428026899695396,0.8651959300041199,2.294717788696289,0.037520472
4563,62,284160,555,0.3734375,0.2,0.0002,25.480650067329407,5540,499.87542673999997,-3.788312041759491,958.13,0.013044080464169383,0.7974938601255417,0.8652805685997009,2.753406286239624,0.07939784
4571,62,284672,556,0.4826171875,0.2,0.0002,75.33967518806458,5550,499.87542673999997,-3.7880588233470918,958.13,0.035753167560324074,-0.19820237159729004,0.8647847175598145,10.318906784057617,0.11136244
4579,62,285184,557,0.43046875,0.2,0.0002,28.012385165691377,5560,499.60322163000006,-3.7874076783657076,958.13,0.009336728556081652,0.7670928388834,0.8656755685806274,4.179370403289795,0.07928603
4586,62,285696,558,0.320703125,0.2,0.0002,14.072906959056855,5570,495.67433264,-3.7911685347557067,956.77,0.034734076261520384,0.9384154714643955,0.865667462348938,2.523528814315796,0.047488287
4594,62,286208,559,0.6958984375,0.2,0.0002,67.23662629127503,5580,495.67433264,-3.7895411014556886,956.77,0.02218720510136336,0.8530557006597519,0.8653988838195801,12.770746231079102,3.2008126
4602,62,286720,560,0.3265625,0.2,0.0002,68.46461400985717,5590,496.48665496,-3.789679479598999,956.77,0.011896187916863709,0.8272102326154709,0.8659006953239441,29.446077346801758,0.051590692
4610,62,287232,561,0.455859375,0.2,0.0002,56.586013889312746,5600,489.87122638999995,-3.7916698515415193,949.72,0.05520992574747652,0.7987049520015717,0.8665246963500977,13.151739120483398,0.13206491
4618,62,287744,562,0.56015625,0.2,0.0002,75.50310850143433,5610,489.87122638999995,-3.793388557434082,949.72,0.12936133716721088,0.8629058003425598,0.8669914603233337,16.348691940307617,1.3130085
4626,62,288256,563,0.4421875,0.2,0.0002,30.794954442977904,5620,496.9348118799999,-3.795148950815201,954.9,0.02255467404611409,0.8879491686820984,0.8675979971885681,7.462881088256836,0.054847635
4634,62,288768,564,0.436328125,0.2,0.0002,30.4439288854599,5630,496.9348118799999,-3.7962285578250885,954.9,0.08416732884943486,0.8948095664381981,0.8679062724113464,2.923513412475586,0.24376287
4643,62,289280,565,0.4416015625,0.2,0.0002,39.557177734375,5640,495.8415915399999,-3.799954390525818,954.9,0.02769999678712338,0.8708696365356445,0.8692132830619812,6.4520673751831055,0.09953034
4651,62,289792,566,0.3560546875,0.2,0.0002,40.45369267463684,5650,495.8415915399999,-3.802564191818237,954.9,0.012978494935669004,0.8814584016799927,0.8693184852600098,14.279814720153809,0.030699011
4659,62,290304,567,0.4208984375,0.2,0.0002,32.430934357643125,5660,501.0397983499999,-3.8033765256404877,956.55,-0.0006550322053954005,0.8106459975242615,0.869735598564148,4.7727131843566895,0.09578062
4667,62,290816,568,0.4462890625,0.2,0.0002,27.644021224975585,5670,501.0397983499999,-3.806774604320526,956.55,0.02522052186541259,0.8450701534748077,0.8712641596794128,5.76231050491333,0.06864368
4675,62,291328,569,0.376171875,0.2,0.0002,49.270361471176145,5680,502.09725368999995,-3.811385065317154,956.55,0.026054846681654455,0.8820788115262985,0.8719817996025085,9.371407508850098,0.08066389
4682,62,291840,570,0.425390625,0.2,0.0002,25.90759575366974,5690,502.09725368999995,-3.814709836244583,956.55,0.0013152344385161997,0.936663992702961,0.8730279803276062,5.397736072540283,0.06440464
4690,62,292352,571,0.256640625,0.2,0.0002,5.565072150528431,5700,500.37225681999996,-3.817758309841156,956.55,0.01591618547681719,-0.02502727508544922,0.8743776082992554,0.4924882650375366,0.04866411
4698,62,292864,572,0.544140625,0.2,0.0002,8.772946199774742,5710,500.37225681999996,-3.821499890089035,956.55,0.03198409690521657,0.9797140378504992,0.8760408163070679,0.9455315470695496,0.101976424
4706,62,293376,573,0.3,0.2,0.0002,1.4775542922317981,5720,498.20554481,-3.832427889108658,957.3,0.00609683187212795,0.42672550678253174,0.8803093433380127,0.05776422470808029,0.019738924
4715,62,293888,574,0.351171875,0.2,0.0002,13.829682928323745,5730,492.76087545,-3.8443869173526766,957.3,0.004353884502779693,0.947021409869194,0.8815933465957642,1.443468451499939,0.07791545
4723,62,294400,575,0.455859375,0.2,0.0002,53.127801465988156,5740,492.76087545,-3.848467391729355,957.3,0.01742496304214001,0.29196226596832275,0.8823508024215698,6.4171037673950195,0.103879645
4731,62,294912,576,0.476953125,0.2,0.0002,19.049676847457885,5750,493.12261868999997,-3.8500467956066133,957.3,0.01949499633628875,0.8171039670705795,0.8819348216056824,2.4022982120513916,0.074452445
4739,62,295424,577,0.3794921875,0.2,0.0002,28.120623683929445,5760,493.12261868999997,-3.847816175222397,957.3,0.00960995964705944,0.7597668021917343,0.8818092346191406,3.558417797088623,0.059939966
4747,62,295936,578,0.3505859375,0.2,0.0002,38.7331360578537,5770,489.7350807,-3.8488077998161314,957.3,0.012075306265614927,0.7904917746782303,0.8821500539779663,3.8387949466705322,0.07770766
4755,62,296448,579,0.3849609375,0.2,0.0002,21.862568199634552,5780,489.7350807,-3.8494074940681458,957.3,0.006640877644531429,0.8514163047075272,0.8820564150810242,2.9341466426849365,0.045270905
4763,62,296960,580,0.34453125,0.2,0.0002,39.595847082138064,5790,491.29305170999993,-3.8486008822917936,957.3,0.018919441266916692,0.34696751832962036,0.8819698095321655,6.499999046325684,0.060566816
4771,62,297472,581,0.38828125,0.2,0.0002,34.1708967089653,5800,491.29305170999993,-3.848244321346283,957.3,0.014087930135428906,0.5749923884868622,0.8823018074035645,3.810731887817383,0.06817098
4780,62,297984,582,0.39140625,0.2,0.0002,21.168363308906557,5810,491.53067003,-3.848710465431213,957.3,0.00833663351368159,0.904164157807827,0.8814225196838379,4.154675006866455,0.046566516
4788,62,298496,583,0.402734375,0.2,0.0002,24.224564456939696,5820,491.53067003,-3.845584374666214,957.3,0.035430895467288795,0.8529395014047623,0.8804046511650085,2.9258978366851807,0.03006265
4796,62,299008,584,0.299609375,0.2,0.0002,19.094555282592772,5830,490.6670125099999,-3.840972453355789,957.3,0.0028869866393506525,0.7909252941608429,0.8791003227233887,3.939368963241577,0.028673768
4805,62,299520,585,0.27734375,0.2,0.0002,16.635624253749846,5840,490.6670125099999,-3.8388637781143187,957.3,0.011414858780335635,0.7589975893497467,0.8793681859970093,4.1811089515686035,0.025582723
4813,62,300032,586,0.380859375,0.2,0.0002,13.29439851641655,5850,488.96598097000003,-3.841130030155182,957.3,-0.0014093454403337092,0.870350256562233,0.879905641078949,1.2775945663452148,0.13786131
4821,62,300544,587,0.351171875,0.2,0.0002,18.774117004871368,5860,488.96598097000003,-3.842146301269531,957.3,0.032256829808466135,0.3659629225730896,0.8793096542358398,3.2613208293914795,0.01871804
4830,62,301056,588,0.3470703125,0.2,0.0002,13.63031176328659,5870,493.30665926,-3.8418227314949034,957.3,0.020483250939287247,0.3992271423339844,0.879999577999115,2.7895262241363525,0.028908731
4838,62,301568,589,0.4751953125,0.2,0.0002,18.65217136144638,5880,493.30665926,-3.846206325292587,957.3,0.03692982504144311,0.8899731338024139,0.8824271559715271,2.519146680831909,0.14968492
4846,62,302080,590,0.4291015625,0.2,0.0002,12.912843376398087,5890,492.44263659999996,-3.8530328035354615,957.3,0.018858840293250977,0.9447423741221428,0.8832408785820007,1.660140037536621,0.09021104
4854,62,302592,591,0.4767578125,0.2,0.0002,10.020211851596832,5900,492.44263659999996,-3.855023956298828,957.3,0.00880356109701097,0.9351256042718887,0.8840779066085815,1.6930598020553589,0.0474348
4862,62,303104,592,0.3197265625,0.2,0.0002,23.029991948604582,5910,490.63638083999996,-3.8560059428215028,957.3,-0.0014486772706732154,0.9501890204846859,0.8839117884635925,2.9201743602752686,0.044114355
4870,62,303616,593,0.508984375,0.2,0.0002,53.57869544029236,5920,490.63638083999996,-3.8552655041217805,957.3,0.03902567811310291,0.7337177097797394,0.8835934996604919,10.616177558898926,0.056204233
4878,62,304128,594,0.26640625,0.2,0.0002,48.49210500717163,5930,489.83714726,-3.855048084259033,957.3,0.012236392451450228,0.9280912727117538,0.8831380605697632,11.414052963256836,0.049230717
4886,62,304640,595,0.324609375,0.2,0.0002,35.29811553955078,5940,489.83714726,-3.854978358745575,957.3,0.009049315599258988,0.8723771721124649,0.8837600946426392,7.080081939697266,0.06539899
4896,62,305152,596,0.414453125,0.2,0.0002,38.12524261474609,5950,487.14457001999995,-3.8587544798851012,957.3,0.00847332770936191,0.9260675236582756,0.8845888376235962,6.467617511749268,0.07483514
4904,62,305664,597,0.46171875,0.2,0.0002,34.82749601602554,5960,487.14457001999995,-3.8603067636489867,957.3,0.037314136838540436,0.8978890404105186,0.8846105337142944,5.129425048828125,0.07316068
4914,62,306176,598,0.47265625,0.2,0.0002,48.375443804264066,5970,486.09432858,-3.8613666713237764,957.3,0.03838020414113998,0.8364499658346176,0.8858742713928223,2.3782033920288086,0.080033556
4923,62,306688,599,0.4169921875,0.2,0.0002,12.512137520313264,5980,486.09432858,-3.866536784172058,957.3,0.009955510054714978,0.9584172777831554,0.8873227834701538,1.902652621269226,0.047260955
4932,62,307200,600,0.4359375,0.2,0.0002,24.348009359836578,5990,486.72099387000003,-3.8700015962123873,957.3,0.026829642802476884,0.7883119136095047,0.8874554634094238,1.558491826057434,0.062218204
4943,62,307712,601,0.3142578125,0.2,0.0002,13.103101933002472,6000,486.72099387000003,-3.8708735764026643,957.3,0.00988807980902493,0.9612940065562725,0.8866249918937683,2.0322017669677734,0.054719977
4951,62,308224,602,0.4359375,0.2,0.0002,29.090711498260497,6010,484.69464656,-3.8691394209861754,957.3,0.05207321665948257,0.8171239346265793,0.8882007002830505,2.7790207862854004,0.05907184
4959,62,308736,603,0.4294921875,0.2,0.0002,45.82929329872131,6020,484.69464656,-3.8787543177604675,957.3,0.01718824184499681,0.7635595500469208,0.8909682035446167,8.859780311584473,0.14994314
4968,62,309248,604,0.3470703125,0.2,0.0002,58.892571973800656,6030,485.01061439999995,-3.8831468760967254,957.3,0.023630127147771417,0.8864719867706299,0.8908127546310425,8.809900283813477,0.094781004
4976,62,309760,605,0.2767578125,0.2,0.0002,20.344048428535462,6040,485.01061439999995,-3.880278390645981,957.3,0.0018389511853456498,0.9423281401395798,0.8892797231674194,3.308504104614258,0.059269045
4984,62,310272,606,0.327734375,0.2,0.0002,35.43728895187378,6050,487.22177279999994,-3.8765311241149902,957.3,0.01962449070997536,0.9532901234924793,0.8892449140548706,7.546616077423096,0.060593244
4992,62,310784,607,0.29296875,0.2,0.0002,28.740621507167816,6060,487.22177279999994,-3.8778315007686617,957.3,0.006041984923649579,0.9629082642495632,0.8896872401237488,3.64113450050354,0.0223018
5000,62,311296,608,0.428515625,0.2,0.0002,49.06441416740417,6070,483.60197686999993,-3.8799226224422454,957.3,0.025625821453286336,0.733169287443161,0.8908509016036987,6.434511661529541,0.1561441
5008,62,311808,609,0.284375,0.2,0.0002,26.393258345127105,6080,483.60197686999993,-3.8839637637138367,957.3,0.010663795261643827,0.6312996447086334,0.8920037746429443,3.687175750732422,0.08151365
5016,62,312320,610,0.5046875,0.2,0.0002,12.191784524917603,6090,480.82539727000005,-3.8862615048885347,957.3,0.017503031855449082,0.07142776250839233,0.8918150663375854,1.4426554441452026,0.10578419
5024,62,312832,611,0.272265625,0.2,0.0002,7.582350754737854,6100,480.82539727000005,-3.878284919261932,957.3,-0.00768242480698973,0.9314559251070023,0.8861120939254761,2.0049822330474854,0.044894755
5032,62,313344,612,0.2611328125,0.2,0.0002,12.41218876838684,6110,473.7820207800001,-3.8623383581638335,957.3,-0.013507516612298787,0.7229324281215668,0.8838900327682495,1.3071573972702026,0.02317993
5041,62,313856,613,0.2767578125,0.2,0.0002,7.587476146221161,6120,473.7820207800001,-3.8600589752197267,957.3,-0.003997870651073754,-0.09795773029327393,0.8845400214195251,1.2218326330184937,0.025781564
5049,62,314368,614,0.221875,0.2,0.0002,4.841419214010239,6130,469.53676389,-3.8607413113117217,957.3,4.917141050100327e-05,0.16024792194366455,0.8825696706771851,0.9679708480834961,0.06557906
5057,62,314880,615,0.4126953125,0.2,0.0002,4.948836606740952,6140,464.06967925,-3.8525175213813783,957.3,0.02858973587863147,0.5128374099731445,0.8805240392684937,0.6875617504119873,0.0219957
5065,62,315392,616,0.2171875,0.2,0.0002,5.224896442890167,6150,464.06967925,-3.845486617088318,957.3,-0.004036228684708476,-0.2826770544052124,0.8793025016784668,2.2617971897125244,0.02001531
5073,62,315904,617,0.171875,0.2,0.0002,3.0641234457492827,6160,458.17012335,-3.8427081167697907,957.3,-0.002040099888108671,0.22809439897537231,0.8780326843261719,0.6403672695159912,0.010534372
5081,62,316416,618,0.2216796875,0.2,0.0002,3.535734012722969,6170,458.17012335,-3.833605092763901,957.3,0.0011909887078218162,0.13124698400497437,0.8734397888183594,0.716763973236084,0.010987323
5089,62,316928,619,0.2095703125,0.2,0.0002,2.975325730443001,6180,453.31096523,-3.8152683556079863,957.3,-0.012844943767413497,0.5646259486675262,0.869804322719574,0.9786877632141113,0.019550905
5097,62,317440,620,0.152734375,0.2,0.0002,5.683340442180634,6190,453.31096523,-3.8081941485404966,957.3,-0.010055071325041354,0.39518171548843384,0.8701426386833191,0.920975387096405,0.029141918
5104,62,317952,621,0.26953125,0.2,0.0002,3.1777680814266205,6200,451.52574693,-3.8057061553001406,957.3,0.0025121436920017004,0.5262553691864014,0.868586540222168,1.1992285251617432,0.019258503
5112,62,318464,622,0.178515625,0.2,0.0002,3.7000362992286684,6210,451.52574693,-3.798558849096298,957.3,-0.012001715728547423,0.8390175998210907,0.8670398592948914,0.8777382969856262,0.02717326
5120,62,318976,623,0.2685546875,0.2,0.0002,10.62730661034584,6220,449.7163151,-3.7948099315166473,957.3,0.008767377329058945,0.7740359008312225,0.8661965131759644,1.135709524154663,0.058429666
5128,62,319488,624,0.27734375,0.2,0.0002,10.551464468240738,6230,449.7163151,-3.7920240461826324,957.3,-0.0005171139258891344,0.3835359215736389,0.8656999468803406,1.39769446849823,0.025808932
5136,62,320000,625,0.29453125,0.2,0.0002,11.080306255817414,6240,444.73531962,-3.7902123630046844,957.3,0.010014801123179495,0.729247510433197,0.8651021718978882,3.1334378719329834,0.014026019
5144,62,320512,626,0.2294921875,0.2,0.0002,5.250580990314484,6250,444.73531962,-3.788320767879486,957.3,-0.009307980886660516,0.46527785062789917,0.8645771741867065,1.405474305152893,0.02420094
5152,62,321024,627,0.3009765625,0.2,0.0002,15.005588400363923,6260,437.35549423,-3.787300056219101,954.64,0.00250714011490345,0.7142584919929504,0.8646620512008667,1.8411381244659424,0.022831615
5160,62,321536,628,0.4076171875,0.2,0.0002,55.8657479763031,6270,437.35549423,-3.787225979566574,954.64,-0.026713170995935797,0.7143715620040894,0.8647229075431824,12.184966087341309,3.7210014
5168,62,322048,629,0.3185546875,0.2,0.0002,8.638415299355984,6280,433.76682981,-3.7863292038440703,954.64,0.004067885235417634,0.9384234547615051,0.8635238409042358,0.4941351115703583,0.059320383
5176,62,322560,630,0.343359375,0.2,0.0002,10.240199369192123,6290,433.76682981,-3.780685746669769,954.64,0.007339539332315325,0.9465297237038612,0.8621177673339844,2.0602364540100098,0.025608657
5184,62,323072,631,0.5056640625,0.2,0.0002,19.92449196577072,6300,430.93626008,-3.779013103246689,954.64,0.027380469162017106,0.9201012402772903,0.8626560568809509,3.2489588260650635,0.07076121
5192,62,323584,632,0.2771484375,0.2,0.0002,27.13397960662842,6310,430.93626008,-3.7812038958072662,954.64,0.008212067722342908,0.7867269217967987,0.8626326322555542,5.778924942016602,0.025101453
5200,62,324096,633,0.37890625,0.2,0.0002,34.80977976322174,6320,432.2736656699999,-3.7792283833026885,954.64,0.01922244387678802,0.8766445219516754,0.8615578413009644,4.652575492858887,0.06687717
5208,62,324608,634,0.184765625,0.2,0.0002,32.20417454242706,6330,434.9108311499999,-3.7761378049850465,954.64,0.013664284185506404,0.8301384598016739,0.8612655401229858,5.333120822906494,0.029829858
5216,62,325120,635,0.357421875,0.2,0.0002,39.47388609647751,6340,434.9108311499999,-3.7754546821117403,954.64,0.011769552365876734,0.7642059475183487,0.8612198233604431,3.759993076324463,0.031418934
5224,62,325632,636,0.276171875,0.2,0.0002,10.109487444162369,6350,429.67404261999997,-3.775260680913925,954.64,0.0009948603110387921,0.7828484177589417,0.8612319231033325,1.54665207862854,0.027758999
5232,62,326144,637,0.36171875,0.2,0.0002,16.322129833698273,6360,429.67404261999997,-3.7752261400222777,954.64,-4.146925639361143e-05,0.9276918396353722,0.8617865443229675,1.9349918365478516,0.049133338
5240,62,326656,638,0.226171875,0.2,0.0002,17.56651293039322,6370,427.37425447999993,-3.7777183830738066,954.64,0.006529489858075976,0.8548963069915771,0.862567126750946,3.0999808311462402,0.020902593
5248,62,327168,639,0.2501953125,0.2,0.0002,15.898786348104476,6380,427.37425447999993,-3.7787361979484557,954.64,-0.003629739978350699,0.8493443727493286,0.8627694845199585,1.605326771736145,0.03334293
5256,62,327680,640,0.3203125,0.2,0.0002,15.779167771339417,6390,427.87757475,-3.77999507188797,956.77,0.0008925115922465921,0.8541559875011444,0.8638486862182617,2.9400200843811035,0.021379385
5264,62,328192,641,0.4666015625,0.2,0.0002,17.73979660272598,6400,427.87757475,-3.7830570697784425,956.77,0.01716321907006204,0.9042968228459358,0.8644090890884399,2.619096517562866,0.07450474
5272,62,328704,642,0.251953125,0.2,0.0002,13.37004245519638,6410,424.5129881099999,-3.783367729187012,956.77,-0.008279697014950215,0.9367775768041611,0.8639254570007324,2.5707805156707764,0.034319934
5280,62,329216,643,0.260546875,0.2,0.0002,8.467368841171265,6420,424.5129881099999,-3.7794587075710298,956.77,0.002990477322600782,0.755749061703682,0.8625167608261108,1.141405463218689,0.03765609
5289,62,329728,644,0.46015625,0.2,0.0002,11.55479770898819,6430,426.32941997,-3.775606471300125,956.77,0.03134767964947969,0.9134622141718864,0.8618313074111938,2.8864705562591553,0.039449524
5297,62,330240,645,0.380078125,0.2,0.0002,19.091404390335082,6440,426.32941997,-3.77395761013031,956.77,0.014608576823957265,0.9427730552852154,0.861782431602478,3.8177380561828613,0.033366304
5305,62,330752,646,0.27109375,0.2,0.0002,13.335365784168243,6450,429.05118619999996,-3.7735783040523527,961.3,-0.008265946689061821,0.7657754421234131,0.8617655634880066,2.571098804473877,0.039629765
5313,62,331264,647,0.28671875,0.2,0.0002,16.585723543167113,6460,429.05118619999996,-3.7719732522964478,961.3,0.003950792597606778,0.9055569022893906,0.8605906367301941,1.8624894618988037,0.044099674
5321,62,331776,648,0.3884765625,0.2,0.0002,25.407422530651093,6470,428.52407588,-3.7682648301124573,964.08,0.02198096700012684,0.7955399453639984,0.8604353666305542,3.8213768005371094,0.039951615
5329,62,332288,649,0.499609375,0.2,0.0002,42.00702543258667,6480,428.52407588,-3.7690153241157534,964.08,0.05877156686037779,0.6758061647415161,0.8606740236282349,10.509127616882324,0.071861304
5337,62,332800,650,0.3068359375,0.2,0.0002,29.26292817592621,6490,428.38373912,-3.7698190689086912,964.08,0.01445351899601519,0.511306881904602,0.860694408416748,5.795699119567871,0.022539979
5345,62,333312,651,0.2828125,0.2,0.0002,58.07675495147705,6500,428.38373912,-3.769188219308853,964.08,-0.0003310604835860431,0.6619173288345337,0.8603157997131348,15.129880905151367,0.04073778
5354,62,333824,652,0.5291015625,0.2,0.0002,31.229256165027618,6510,426.21679559999995,-3.7697192907333372,964.08,0.040412638895213605,0.8505403846502304,0.8616659045219421,3.4763784408569336,0.10038489
5362,62,334336,653,0.3787109375,0.2,0.0002,28.16159188747406,6520,426.21679559999995,-3.774392122030258,964.08,0.0181419815402478,0.8993483930826187,0.8622539043426514,2.5350449085235596,0.05197594
5370,62,334848,654,0.3328125,0.2,0.0002,5.135007730126381,6530,420.53061335,-3.7783225059509276,964.08,-0.006936194584704935,-0.839870810508728,0.8658615946769714,0.4069674015045166,0.03156098
5377,62,335360,655,0.5384765625,0.2,0.0002,12.94020082950592,6540,420.53061335,-3.789777010679245,964.08,0.05203443206846714,0.8803741410374641,0.8674814105033875,1.5440492630004883,0.067633584
5385,62,335872,656,0.35,0.2,0.0002,2.473905872181058,6550,415.9304984000001,-3.7930734634399412,963.61,0.03702286926563829,-2.1586735248565674,0.8690178394317627,0.08847491443157196,0.044946164
5393,62,336384,657,0.6830078125,0.2,0.0002,105.5478675365448,6560,415.9304984000001,-3.7985747158527374,963.61,0.017701708199456333,0.7391788959503174,0.8691691160202026,9.27023696899414,9.218627
5401,62,336896,658,0.3708984375,0.2,0.0002,17.522930616140364,6570,417.84347012000006,-3.7987331628799437,963.61,0.0159538273466751,0.9014502689242363,0.8689605593681335,1.408395767211914,0.047649376
5409,62,337408,659,0.243359375,0.2,0.0002,11.280283218622207,6580,417.84347012000006,-3.798389661312103,963.61,0.0013365778606384993,0.9830455128103495,0.8690223693847656,1.5779036283493042,0.03301922
5417,62,337920,660,0.512890625,0.2,0.0002,19.144801557064056,6590,416.37404256,-3.800793558359146,963.61,0.027177058160305023,0.49666041135787964,0.870710551738739,2.3573951721191406,0.09422738
5425,62,338432,661,0.4619140625,0.2,0.0002,11.34274480342865,6600,416.37404256,-3.8039626479148865,963.61,0.02542744856327772,0.927382342517376,0.8706316947937012,1.4825891256332397,0.10628146
5433,62,338944,662,0.3201171875,0.2,0.0002,1.2952587895095349,6610,412.30076467000004,-3.8087732553482057,963.61,0.003535005101002753,-3.6318111419677734,0.8740377426147461,0.15692201256752014,0.04821489
5441,62,339456,663,0.3361328125,0.2,0.0002,2.218524733185768,6620,412.30076467000004,-3.8187420070171356,963.61,-0.007165667437948287,0.8445766866207123,0.8747366666793823,0.24086284637451172,0.117709525
5449,62,339968,664,0.2498046875,0.2,0.0002,0.35505839278921486,6630,409.97111938,-3.827244484424591,967.3,-0.006777793890796602,0.6416858732700348,0.8798147439956665,0.02463330142199993,0.045552537
5457,62,340480,665,0.2658203125,0.2,0.0002,3.4691956728696822,6640,409.97111938,-3.83950412273407,967.3,0.01483647907152772,0.9447329305112362,0.8806177973747253,0.8892783522605896,0.020614415
5465,62,340992,666,0.4080078125,0.2,0.0002,9.893594485521316,6650,407.30615654999997,-3.8424228370189666,967.3,0.00243814829736948,0.7135964035987854,0.8808435201644897,2.233626127243042,0.08170404
5473,62,341504,667,0.1826171875,0.2,0.0002,2.1683715507388115,6660,407.30615654999997,-3.841669428348541,967.3,-0.008899742620997131,0.9229811206459999,0.8793642520904541,0.35963279008865356,0.022663422
5482,62,342016,668,0.3912109375,0.2,0.0002,9.063128468394279,6670,400.44223789000006,-3.836378788948059,967.3,0.03921803329139948,0.9018112197518349,0.8787120580673218,0.8962386250495911,0.027728219
5490,62,342528,669,0.447265625,0.2,0.0002,33.37522777318954,6680,400.44223789000006,-3.8356576800346374,967.3,0.041010029171593486,0.8183842897415161,0.8789819478988647,3.1900691986083984,0.0729146
5498,62,343040,670,0.3470703125,0.2,0.0002,1.1620364114642143,6690,397.12472168,-3.8379829585552216,967.3,-0.02374838211107999,0.74336838722229,0.8800904154777527,0.15247222781181335,0.04394861
5506,62,343552,671,0.3505859375,0.2,0.0002,16.537581974267958,6700,397.12472168,-3.8378539085388184,967.3,0.013532582903280854,0.9347899258136749,0.8804444074630737,1.7562546730041504,0.050370146
5514,62,344064,672,0.363671875,0.2,0.0002,3.8234344102442264,6710,391.74474557,-3.841106337308884,967.3,-0.0032343608443625273,0.16806411743164062,0.8832074403762817,0.1972198486328125,0.10744211
5522,62,344576,673,0.460546875,0.2,0.0002,9.037643086910247,6720,383.58320460000004,-3.8501452207565308,967.3,0.025436702347360552,0.8312013894319534,0.8841147422790527,1.2818011045455933,0.039255716
5530,62,345088,674,0.261328125,0.2,0.0002,0.37081306977197526,6730,383.58320460000004,-3.85190327167511,967.3,-0.02756661829771474,0.9319756478071213,0.8842538595199585,-0.02227749302983284,0.02741303
5538,62,345600,675,0.483203125,0.2,0.0002,7.007047392427921,6740,376.0273462300001,-3.8550010323524475,967.3,0.0004190320847555995,0.8998183906078339,0.8844985961914062,0.6946620345115662,0.08235357
5546,62,346112,676,0.25625,0.2,0.0002,0.39509044541046023,6750,376.0273462300001,-3.8559230089187624,967.3,-0.008437660476192831,0.9679349325597286,0.8835336565971375,0.00824904628098011,0.019484896
5554,62,346624,677,0.3435546875,0.2,0.0002,5.101984912157059,6760,367.8832552000001,-3.852749639749527,967.3,-0.011502472031861544,0.9452378787100315,0.8832170367240906,0.7226282358169556,0.0624177
5562,62,347136,678,0.297265625,0.2,0.0002,1.435494303703308,6770,367.8832552000001,-3.852522337436676,967.3,-0.004176203510724008,0.9734023436903954,0.8829196691513062,0.2500659227371216,0.020198785
5571,62,347648,679,0.462109375,0.2,0.0002,31.95827271938324,6780,366.10671202000003,-3.849895066022873,967.3,0.05348178264684975,0.8535571694374084,0.8824856281280518,1.6586052179336548,0.05127999
5579,62,348160,680,0.2267578125,0.2,0.0002,0.9473906025290489,6790,366.10671202000003,-3.8506359279155733,967.3,-0.015083034336566926,0.9919878765940666,0.883405864238739,0.10695382952690125,0.04114966
5587,62,348672,681,0.3220703125,0.2,0.0002,17.211186546087266,6800,365.88402098000006,-3.8523382186889648,967.3,0.02432214575819671,0.943127516657114,0.883438766002655,2.4392287731170654,0.026463442
5595,62,349184,682,0.2919921875,0.2,0.0002,3.9502405375242233,6810,365.88402098000006,-3.8501361548900603,967.3,-0.014242143603041768,0.9848608775064349,0.8816598653793335,1.3339507579803467,0.036500134
5604,62,349696,683,0.5388671875,0.2,0.0002,19.35516837835312,6820,364.07863122000003,-3.8449203252792357,967.3,0.04867344060912728,0.9380739070475101,0.8810603022575378,2.378084897994995,0.099488065
5611,62,350208,684,0.307421875,0.2,0.0002,1.660746084153652,6830,364.07863122000003,-3.8451727449893953,967.3,0.0009492555633187294,0.991040762513876,0.8812144994735718,0.31109246611595154,0.03322672
5619,62,350720,685,0.2310546875,0.2,0.0002,3.988637128472328,6840,361.96544552,-3.845034259557724,967.3,-0.009843335719779134,0.8127968162298203,0.8808752298355103,0.6609995365142822,0.037971996
5627,62,351232,686,0.2833984375,0.2,0.0002,2.0527346566319467,6850,361.96544552,-3.8416460931301115,967.3,-0.0001971907215192914,0.9853344205766916,0.8790201544761658,0.18562448024749756,0.028693631
5635,62,351744,687,0.31953125,0.2,0.0002,8.441678361594677,6860,362.75207873000005,-3.83598707318306,974.96,0.014519228413701058,0.9638970866799355,0.8784059286117554,0.4645768702030182,0.051658224
